Sigla,Numero,Ano,Nome,Descricao,Apelido,Indexacao
PL,130,2009,PL 130/2009,Lei Complementar,Lei do Sistema Nacional de Crédito Cooperativo ,SISTEMA NACIONAL DE CRÉDITO COOPERATIVO    COOPERATIVA DE CRÉDITO - Banco - Instituição financeira - Sociedade cooperativa - Conselho Fiscal - Membro - Mandato    LEI DO SISTEMA NACIONAL DE CRÉDITO COOPERATIVO
PL,13010,2014,PL 13010/2014,Lei Ordinária,Lei Menino Bernardo; Lei da Palmada; Lei do Menino Bernardo,ESTATUTO DA CRIANÇA E DO ADOLESCENTE (ECA) - Alteração    DIREITOS - Educação - Zelo - Diligência - Proteção - Medida socioeducativa - Tratamento especializado - Castigo corporal - Tratamento cruel - Tratamento degradante - Degradação - Tratamento desumano - Correção - Disciplina - Disciplinamento - Pretexto - Pais - Família - Agente público - Encarregado    PUNIÇÃO - Criança - Adolescente - Castigo físico - Sofrimento físico - Lesão - Humilhação - Ameaça grave - Violência física - Violência psicológica - Ridículo - Zombaria - Escárnio    CONSELHO TUTELAR - Responsável - Encaminhamento - Programa oficial - Programa comunitário - Proteção - Família - Tratamento psicológico - Tratamento psiquiátrico - Orientação - Treinamento - Advertência    VIOLÊNCIA FÍSICA - Conflito - Combate - Controle - Prevenção - Redução - Impedimento - Política pública - União - Estado (ente federado) - Distrito Federal (Brasil) - Município - Campanha educativa - Direitos humanos - Educação e formação profissional - Saúde - Educação - Assistência social - Atenção - Pré-natal    PESSOA COM DEFICIÊNCIA - Prioridade - Atendimento    CURRÍCULO ESCOLAR - Conteúdo - Informação - Inclusão - Material didático - Produção - Distribuição      LEI MENINO BERNARDO                            
PL,13019,2014,PL 13019/2014,Lei Ordinária,Marco Regulatório das Organizações da Sociedade Civil,"ADMINISTRAÇÃO PÚBLICA - Regime jurídico - Parceria voluntária - União - Estado (ente federado) - Distrito Federal (Brasil) - Município - Autarquia - Fundação pública - Empresa pública - Sociedade de economia mista - Prestador de serviço público - Subsidiária - Organização da sociedade civil - Recursos financeiros - Aplicação - Transferência - Contrato - Bens - Serviços - Cooperação - Interesse público - Política - Fomento - Colaboração - Termo - Proibição - Despesa - Encargos sociais - Alteração - Monitoramento - Avaliação - Fiscalização - Prestação de contas - Prazo - Responsabilidade - Sanção - Improbidade administrativa - Exceção - Vigência - Lei ordinária - Não aplicação - Prorrogação - Hipótese - Atraso - Liberação    PESSOA JURÍDICA DE DIREITO PRIVADO - Entidade sem fins lucrativos - Seleção    RECURSOS FINANCEIROS - Transparência pública - Gestão - Liberação - Movimentação - Aplicação financeira    EDUCAÇÃO E FORMAÇÃO PROFISSIONAL - Capacitação - Gestor - Conselheiro    SISTEMA DE CADASTRAMENTO UNIFICADO DE FORNECEDORES (SICAF) - Utilização    SISTEMA DE GESTÃO DE CONVÊNIOS, CONTRATOS DE REPASSE E TERMOS DE PARCERIAS (SICONV)    CONSELHO NACIONAL DE FOMENTO E COLABORAÇÃO (CONFOCO) - Criação    MARCO REGULATÓRIO DAS ORGANIZAÇÕES DA SOCIEDADE CIVIL    "
PL,13022,2014,PL 13022/2014,Lei Ordinária,Estatuto Geral das Guardas Municipais,CONSTITUIÇÃO FEDERAL (1988) - Regulamentação    ESTATUTO GERAL DAS GUARDAS MUNICIPAIS - Criação    GUARDA MUNICIPAL - Atuação - Competência - Municípios - Proteção - Zelo - Bens - Serviços - Logradouro público - Edifício público - População - Colaboração - Segurança pública - Defesa civil - Órgão público - Trânsito - Patrimônio ambiental - Patrimônio histórico - Patrimônio cultural - Patrimônio arquitetônico - Ação preventiva    GUARDA MUNICIPAL - Quantitativo - Cargo público - Investidura - Capacitação - Controle - Funcionamento - Fiscalização - Investigação  - Auditoria - Cargo em comissão - Progressão funcional - Prerrogativa de função - Autorização - Utilização - Porte de arma - Arma de fogo - Proibição - Representatividade    GUARDA CIVIL    
PL,13058,2014,PL 13058/2014,Lei Ordinária,Lei da Guarda Compartilhada (2014),GUARDA COMPARTILHADA - Definição - Aplicação    GUARDA UNILATERAL    FILHO - Pai - Mãe - Convivência - Família - Cidade - Local - Habitação - Residência - Mudança de domicílio - Residência permanente - Município    PAIS - Direitos - Deveres - Competência - Poder familiar - Consentimento - Autorização - Casamento - Viagem - País estrangeiro - Nomeação - Escolha - Tutor - Testamento - Representação judicial - Representação extrajudicial - Exigência - Obediência - Respeito - Posse irregular - Reclamação     CÓDIGO CIVIL (2002) - Alteração    LEI DA GUARDA COMPARTILHADA (2014)
PL,13080,2015,PL 13080/2015,Lei Ordinária,Lei de Diretrizes Orçamentárias (2015); LDO,"ORÇAMENTO, 2015 - União - Elaboração - Aprovação - Execução - Diretrizes - Publicidade - Alteração    ORÇAMENTO, 2015 - União - Prioridade    LEI DE DIRETRIZES ORÇAMENTÁRIAS (LDO) - Exercício financeiro - 2015    ORÇAMENTO, 2015 - União - Despesa orçamentária - Receita - Dotação orçamentária - Riscos    ADMINISTRAÇÃO PÚBLICA - Administração Federal - Meta fiscal - Prioridade - Programa de Aceleração do Crescimento (PAC) - Superavit    DÉBITO JUDICIAL - Precatório - Pagamento    ORÇAMENTO FISCAL - Diretrizes - Empréstimo - Financiamento - Refinanciamento - Limitação    ORÇAMENTO DA SEGURIDADE SOCIAL    ORÇAMENTO DE INVESTIMENTO    PROGRAMA DE DISPÊNDIOS GLOBAIS (PDG) - Empresa - Petróleo Brasileiro (Petrobras) - Centrais Elétricas Brasileiras (Eletrobras) - Meta    RESERVA DE CONTINGÊNCIA    PROJETO DE LEI - Crédito suplementar - Crédito especial    UNIÃO - Despesa - Pessoal - Encargo social - Benefícios - Servidor público civil - Empregado público - Dependente    RESERVA DE CONTINGÊNCIA    PROJETO DE LEI ORÇAMENTÁRIA ANUAL, 2015 - Poder Legislativo - Poder Judiciário - Ministério Público da União (MPU)    RECURSOS FINANCEIROS - Transferência - Estado (ente federado) - Distrito Federal (Brasil) - Município     RECURSOS FINANCEIROS - Transferência - Setor privado - Destinação - Subvenção social - Instituição particular - Instituição beneficente - Registro - Conselho Nacional de Assistência Social (CNAS) - Organização da Sociedade Civil de Interesse Público (OSCIP)    RECURSOS FINANCEIROS - Transferência voluntária - Auxílio financeiro    AGÊNCIA DE FOMENTO - Recursos financeiros - Aplicação    LEGISLAÇÃO TRIBUTÁRIA - Alteração - Adequação orçamentária    OBRA PÚBLICA - Serviços públicos - Fiscalização - Poder Legislativo - Irregularidade - Transparência pública - Internet - Divulgação - Publicidade    "
PL,13089,2015,PL 13089/2015,Lei Ordinária,Estatuto da Metrópole,ESTATUTO DA METRÓPOLE - Criação    DESENVOLVIMENTO URBANO - Planejamento - Plano - Gestão - Execução - Aglomeração urbana - Área urbana    REGIÃO METROPOLITANA - Criação - Estado (ente federado) - Município - Agrupamento - Lei complementar estadual - Convênio - Consórcio público    GOVERNANÇA INTERFEDERATIVA - União    SISTEMA NACIONAL DE DESENVOLVIMENTO URBANO (SNDU)    PLANEJAMENTO URBANO    PLANO URBANÍSTICO
PL,131,2009,PL 131/2009,Lei Complementar,Lei da Transparência; Lei Capiberibe,FINANÇAS PÚBLICAS - Gestão - Responsabilidade    GESTÃO FISCAL - Disponibilidade - Transmissão ao vivo - Informação - Execução orçamentária - Execução financeira - Receita - Despesa - União - Estado (ente federado) - Município    TRANSPARÊNCIA PÚBLICA - Administração pública - Acompanhamento - Prestação de contas - Sociedade - Meio eletrônico - Controle    MINISTÉRIO PÚBLICO - Tribunal de Contas da União (TCU) - Denúncia - Cidadão - Associação - Sindicato - Prazo    LEI DA TRANSPARÊNCIA     
PL,13103,2015,PL 13103/2015,Lei Ordinária,Lei do Caminhoneiro (2015),MOTORISTA PROFISSIONAL - Exercício profissional - Veículo automotor - Transporte rodoviário - Transporte de passageiro - Transporte de carga - Condução    MOTORISTA - Direitos - Programa de formação e aperfeiçoamento - Formação profissional - Curso técnico - Atendimento médico - Reabilitação - Profilaxia - Doença - Acesso - Gratuidade - Assistência à saúde - Sistema Único de Saúde (SUS) - Proteção - Estado - Governo - Criminalidade - Exercício profissional - Saúde ocupacional - Terapia ocupacional - Plano privado de assistência à saúde - Empregado - Prejuízo financeiro - Patrimônio - Terceiros - Empregador - Pagamento - Exceção - Dolo - Desídia - Jornada de trabalho - Controle - Registro - Período - Duração do trabalho - Anotação - Ficha - Meio eletrônico - Instalação - Caminhão - Veículo de carga - Prorrogação - Intervalo - Refeição - Horário - Repouso - Tempo - Espera - Repouso - Descanso - Trabalho - Revezamento - Fracionamento - Redução - Controle - Ponto de parada - Convenção coletiva do trabalho - Hora extra - Trabalho noturno - Seguro obrigatório - Custeio - Empregador - Riscos (segurança) - Morte - Acidente de trânsito - Falecimento - Invalidez - Invalidez permanente - Traslado - Auxílio - Funeral - Deveres - Programa - Utilização - Droga psicotrópica - Bebida alcoólica - Dependência química - Dependente químico    CONDUTOR - Descanso - Obrigatoriedade - Viagem de longa distância - Parada obrigatória - Repouso semanal - Hospedagem - Poltrona - Serviço de leito    TRANSPORTE COLETIVO - Motorista - Cobrador - Local de trabalho - Condições de trabalho - Condição    MOTORISTA PROFISSIONAL - Empregado - Empresa - Admissão - Desligamento - Obrigatoriedade - Exigência - Exame toxicológico - Direitos - Contraprova - Resultado - Confidencialidade - Recusa - Negação - Teste - Infração disciplinar    VIAGEM DE LONGA DISTÂNCIA - Transporte - Carga viva - Carga perecível - Produto perecível - País estrangeiro    CÓDIGO DE TRÂNSITO BRASILEIRO - Alteração    CONDUTOR - Estrangeiro - Infração - Penalidade - Liberação - Veículo automotor - Pagamento - Multa    PREVIDÊNCIA SOCIAL - Contribuição previdenciária - Transporte de carga - Transportador autônomo - Auxiliar - Relação - Contrato - Vínculo empregatício    FRETE - Pagamento - Transporte rodoviário de carga - Transportador autônomo - Crédito em conta - Conta bancária - Conta de poupança - Prestador de serviço - Tarifa bancária - Meio eletrônico - Carga e descarga - Prazo - Atualização - Embarcador - Destinatário - Fornecimento - Transportador - Documento - Comprovação - Horário - Chegada - Caminhão - Multa - Agência Nacional de Transportes Terrestres (ANTT) - Informação - Banco de dados - Serviço de Proteção ao Crédito - Vedação - Contrato    VEÍCULO - Transporte de carga - Transporte de passageiro - Pesagem - Limite - Percentual - Pagamento - Pedágio - Taxa    PROGRAMA DE APOIO AO DESENVOLVIMENTO DO TRANSPORTE DE CARGAS NACIONAL (PROCARGAS) - Criação    VEÍCULO ARTICULADO - Boiadeiro - Concessão - Autorização Especial de Trânsito (AET) - Trânsito - Horário - Circulação - Permissão    LEI DO CAMINHONEIRO (2015)    CONSOLIDAÇÃO DAS LEIS DO TRABALHO (CLT) - Alteração
PL,13104,2015,PL 13104/2015,Lei Ordinária,Lei do Feminicídio,CÓDIGO PENAL - Alteração    CRIME CONTRA A PESSOA - Crime Contra a Vida - Homicídio qualificado - Feminicídio - Crime contra a mulher - Condição - Gênero - Mulher - Sexo feminino - Violência doméstica e familiar - Discriminação de gênero - Menosprezo    PENA - Aumento - Prática - Gravidez - Parto - Menor de idade - Idoso - Pessoa com deficiência - Portador de deficiência - Vítima - Presença - Descendente - Ascendente    CRIME HEDIONDO    LEI DO FEMINICÍDIO
PL,13105,2015,PL 13105/2015,Lei Ordinária,Código de Processo Civil (2015),CÓDIGO DE PROCESSO CIVIL (2015) - Reforma - Alteração    CÓDIGO CIVIL (2002) - Alteração    LEI DE REGISTROS PÚBLICOS - Alteração    DIREITO PROCESSUAL CIVIL - Norma jurídica - Ordenamento - Aplicação - Consensualidade - Promoção - Estado - Conciliação - Mediação - Conflito - Parte (processo civil) - Prazo - Solução - Decisão - Mérito    PODER JUDICIÁRIO - Julgamento - Publicidade - Segredo de justiça - Processo - Disponibilidade - Divulgação - Consulta pública - Cartório - INTERNET    JURISDIÇÃO - Ação judicial - Cooperação internacional - Limite - Cooperação jurídica internacional - Auxílio - Carta rogatória    AÇÃO CÍVEL - Competência - Foro    CONTESTAÇÃO - Incompetência absoluta - Incompetência relativa - Conflito de competência    PARTE (PROCESSO CIVIL)  - Procurador - Capacidade processual - Deveres - Responsabilidade - Danos processuais - Despesa - Honorários advocatícios - Multa - Gratuidade - Justiça - Taxa - Custas - Selo postal - Publicação - Imprensa oficial - Indenização - Testemunha - Exame de DNA - Perito - Remuneração - Intérprete - Tradutor - Cálculo - Depósito - Interposição de recurso - Emolumento - Oficial de registro - Notário - Sucessão - Advogado - Direitos - Litisconsórcio - Litisconsorte - Intervenção - Terceiros - Assistência - Denunciação da lide - Conclamação - Personalidade jurídica - Desconsideração - Incidente    JUIZ - Competência - Responsabilidade - Deveres - Impedimento - Suspeição - Pronunciamento - Sentença judicial - Decisão judicial - Decisão interlocutória - Despacho judicial    JUSTIÇA - Auxiliar - Escrivão - Chefe - Secretaria - Oficial de justiça - Perito - Depositário - Administrador - Intérprete - Tradutor - Mediador - Conciliador - Partidor judicial - Distribuidor - Partidor judicial - Regulador de sinistros - Ministério Público - Advocacia Pública - Defensoria Pública    ATO PROCESSUAL - Forma - Tempo - Local - Meio eletrônico - Prazo - Verificação - Penalidade - Comunicação - Ordem judicial - Citação - Citação por edital - Correio - Carta de ordem - Carta precatória - Carta rogatória - Intimação - Nulidade - Distribuição - Registro - Valor - Ação judicial    TUTELA PROVISÓRIA - Urgência - Tutela da evidência - Tutela antecipada - Concessão - Requerimento    PROCESSO CIVIL - Formação - Composição - Suspensão - Extinção    PROCESSO DE CONHECIMENTO - Cumprimento - Sentença - Procedimento - Petição inicial - Pedido - Indeferimento - Improcedência - Liminar - Audiência de conciliação - Mediação - Réu - Contestação - Reconvenção -  Revelia - Providências preliminares - Saneamento do processo - Julgamento antecipado do mérito - Audiência de instrução e julgamento - Gravação eletrônica - Imagem - Som - Autorização judicial    PROVA - Produção - Antecipação - Ata - Tabelião de notas - Depoimento pessoal - Confissão (direito processual) - Documento - Documento eletrônico - Exibição - Coisa - Arguição - Falsidade - Prova testemunhal - Admissibilidade - Prova pericial - Inspeção    SENTENÇA JUDICIAL - Duplo grau de jurisdição - Coisa julgada - Liquidação da sentença - Cumprimento - Provisório - Exigibilidade - Obrigação - Pagamento - Valor - Prestação alimentícia - Fazenda Pública - Entrega - Coisa - Contas    AÇÃO POSSESSÓRIA - Manutenção - Reintegração de posse - Interdito proibitório    PATRIMÔNIO PRIVADO - Ação de divisão - Demarcação    AÇÃO DE DISSOLUÇÃO PARCIAL DE SOCIEDADE - Sociedade empresária    INVENTÁRIO - Legitimidade - Requerimento - Inventariante - Citação - Impugnação - Imposto - Avaliação - Cálculo - Colação - Dívida - Pagamento    PARTILHA - Arrolamento de bens    EMBARGO DE TERCEIRO    OPOSIÇÃO    HABILITAÇÃO    AÇÕES DE FAMÍLIA - Processo contencioso - Divórcio - Separação - Reconhecimento - Extinção - União estável - Guarda judicial - Visitação - Filiação    AÇÃO MONITÓRIA    PENHOR LEGAL - Homologação    AVARIA - Regulação    AUTOS JUDICIAIS - Restauração    JURISDIÇÃO VOLUNTÁRIA - Procedimento - Notificação - Interpelação - Alienação de bens - Casamento - Testamento - Codicilo - Herança jacente - Pessoa ausente - Bens - Coisa vaga - Interdição - Tutela - Curatela - Fundação - Organização - Fiscalização    EMBARCAÇÃO - Protesto marítimo - Testemunha    PROCESSO DE EXECUÇÃO - Título executivo extrajudicial - Parte (processo civil) - Competência - Cobrança - Crédito - Obrigação - Exigibilidade - Responsabilidade patrimonial - Citação - Devedor - Arresto - Penhora - Depósito - Avaliação - Registro - Documentação - Dinheiro - Aplicação financeira - Ações - Cota - Sociedade empresária - Empresa - Semovente - Patrimônio - Navio - Aeronave - Faturamento - Percentual - Móvel - Imóvel - Rendimento - Bens - Desapropriação - Adjudicação - Alienação - Pensão alimentícia - Embargo - Suspensão - Extinção    TRIBUNAL - Processo judicial - Impugnação - Decisão judicial - Ordem - Competência originária    COMPETÊNCIA - Assunção - Incidente - Julgamento - Recurso judicial    ARGUIÇÃO DE INCONSTITUCIONALIDADE - Incidente    CONFLITO DE COMPETÊNCIA - Ministério Público - Juiz    SENTENÇA ESTRANGEIRA - Homologação - Concessão - Execução - Carta rogatória    AÇÃO RESCISÓRIA    DEMANDA - Repetição - Resolução - Incidente    RECLAMAÇÃO    RECURSO JUDICIAL - Apelação - Agravo de instrumento - Agravo interno - Embargo de declaração - Recurso ordinário - Recurso especial - Recurso extraordinário - Agravo em recurso especial ou extraordinário - Embargo de divergência - Supremo Tribunal Federal (STF) - Superior Tribunal de Justiça (STJ) - Prazo - Interposição - Decisão - Relator    PROCESSO JUDICIAL - Tramitação - Prioridade - Parte (processo civil) - Interessado - Idoso - Portador - Doença grave - Criança - Adolescente - Trânsito em julgado    SENTENÇA ARBITRAL - Nulidade - Decretação - Requisição - Impugnação - Cumprimento    PERSONALIDADE JURÍDICA - Incidente - Desconsideração - Aplicação - Processo - Competência - Juizado Especial    CREDOR SOLIDÁRIO - Julgamento - Contrário - Favorável - Aproveitamento - Prejuízo - Exceção - Pessoal - Devedor    PARTILHA - Nulidade - Vício - Defeito - Invalidade - Negócio jurídico    CONSELHO NACIONAL DE JUSTIÇA (CNJ) - Pesquisa - Estatística - Avaliação - Efetivade - Norma    USUCAPIÃO - Reconhecimento extrajudicial - Pedido - Requisição - Processamento - Cartório de Registro de Imóveis - Imóvel - Jurisdição    
PL,13115,2015,PL 13115/2015,Lei Ordinária,"Lei Orçamentária Anual (LOA), 2015","ORÇAMENTO, 2015 - União - Despesa - Receita    ORÇAMENTO FISCAL    ORÇAMENTO DA SEGURIDADE SOCIAL    ORÇAMENTO DE INVESTIMENTO - Fonte - Financiamento    DÍVIDA PÚBLICA FEDERAL - Refinanciamento    CRÉDITO SUPLEMENTAR - Abertura - Autorização - Partido Político - Fundo Partidário - Recursos Financeiros - Manutenção - Funcionamento - Superávit financeiro    TÍTULO DA DÍVIDA AGRÁRIA - Operação financeira - Emissão - Contratação    OBRA PÚBLICA - Serviços públicos - Irregularidade - Ministério do Esporte (PI) - Ministério das Cidades (RJ)    OPERAÇÃO DE CRÉDITO - Contratação    DESPESA - Administração pública - Despesa total com pessoal - Encargo social - Contratação - Admissão - Carreira - Criação - Cargo público - Provimento - Emprego público - Função pública - Função de confiança - Remuneração - Aumento - Poder Legislativo - Câmara dos Deputados - Senado Federal - Poder Executivo - Poder Judiciário - Ministério Público da União (MPU)    LEI ORÇAMENTÁRIA ANUAL (LOA), 2015    "
PL,13116,2015,PL 13116/2015,Lei Ordinária,Lei Geral das Antenas,TELECOMUNICAÇÃO - Infraestrutura - Equipamento - Implantação - Instalação - Compartilhamento - Operadora - Licenciamento - Gestão - Capacidade excedente    PRESTAÇÃO DE SERVIÇOS - Plataforma - Exploração - Petróleo    DEFESA - Controle - Tráfego aéreo - Radar militar - Radar civl    AERONÁUTICA - Radionavegação - Segurança    REDE DE TELECOMUNICAÇÕES - Investimento - Fomento - Desenvolvimento - Área urbana - Licença ambiental - Remoção    RADIOCOMUNICAÇÃO - Estação transmissora - Instalação - Limite - Exposição - Homem - Pessoa - Campo elétrico - Campo magnético - Campo eletromagnético - Fiscalização    RADIOCOMUNICAÇÃO - Estação transmissora - Instalação - Funcionamento - Bens públicos - Bens particulares - Suporte - Autorização - Proprietário - Possuidor - Imóvel - Não aplicação - Utilização - Antena - Fixação - Edifício - Prédio urbano - Paisagem natural - 2009    TERMINAL - Usuário - Comercialização - Informação - Consumidor    EDIFÍCIO PÚBLICO - Edifício particular - Construção - Uso coletivo - Uso comum - Duto - Caixa de passagem elétrica - Passagem - Cabo ótico - Fibra ótica - Norma técnica - Edificação - Prioridade - Abastecimento de água    UNIÃO - Competência - Política urbana - Desenvolvimento urbano - Habitação - Saneamento básico - Transporte urbano - Infraestrutura - Energia - Telecomunicação    DIREITO DE PASSAGEM - Via pública - Bens públicos - Faixa de domínio    PRESTADOR DE SERVIÇO - Concessão - Permissão - Autorização - Atendimento - Isenção - Norma jurídica - Engenharia - Lei municipal - Lei estadual - Lei distrital - Construção civil    LEI GERAL DAS ANTENAS
PL,13123,2015,PL 13123/2015,Lei Ordinária,Marco da Biodiversidade; Lei de Acesso ao Patrimônio Genético,CONVENÇÃO SOBRE DIVERSIDADE BIOLÓGICA (1992) - Biodiversidade - Patrimônio genético - Amostra - Patrimônio público - Território nacional - Fauna - Flora - Plantas - Vegetação nativa - Animal silvestre - Recursos naturais - Proteção - Conservação - População tradicional - Terras indígenas - Conhecimento tradicional - Acesso - Uso sustentável - Exploração - Utilização - Acesso - Uso comum - Repartição - Distribuição - Destinação - Benefícios - Fabricante - Empresa - Laboratório - Produto acabado - Produtor - Produção - Medicamento - Cosmético - Autorização - Material reprodutivo - Importação - Tecnologia - Transferência - Pesquisa - Desenvolvimento tecnológico - Tratado internacional - Acordo internacional - Implementação - Congresso Nacional - Aprovação - Promulgação - Pagamento - Royalty    CONSTITUIÇÃO FEDERAL (1988) - Regulamentação    MEIO AMBIENTE - Exploração econômica - Fundo Nacional para a Repartição dos Benefícios (FNRB) - Criação - Sanção administrativa - Advertência - Multa - Apreensão - Suspensão - Fabricação - Embargo - Interdição - Estabelecimento - Atividade - Empreendimento - Suspensão - Atestado - Cancelamento - Pedido - Solicitação - Regularização - Instituto Nacional de Propriedade Industrial (INPI) - Patente - Depósito - Direitos - Propriedade intelectual - Concessão    PROGRAMA NACIONAL DE REPARTIÇÃO DE BENEFÍCIOS (PNRB) - Criação - Competência    MINISTÉRIO DO MEIO AMBIENTE - Conselho de Gestão do Patrimônio Genético (CGen) - Criação - Competência - Gestão    PATRIMÔNIO GENÉTICO - Amostra - Remessa para o exterior    PODER EXECUTIVO - Função Comissionada Técnica (FCT) - Extinção - Cargo de Direção e Assessoramento Superior (DAS) - Criação    MARCO DA BIODIVERSIDADE
PL,13140,2015,PL 13140/2015,Lei Ordinária,Lei da Mediação; Lei de Mediação,MEDIAÇÃO - Particular - Solução - Controvérsia - Conflito - Prevenção - Mediador - Escolha - Entendimento - Consensualidade - Parte - Tribunal - Procedimento - Confidencialidade - Exceção - Informação - INTERNET - Domicílio - Residência - País estrangeiro - Direito do consumidor - Direito do trabalho - Direito de família    MEDIAÇÃO JUDICIAL - Mediador judicial - Advogado - Defensor público    MEDIAÇÃO EXTRAJUDICIAL - Mediador extrajudicial - Servidor público civil - Empregado público - Responsabilidade civil - Responsabilidade adminstrativa - Responsabilidade criminal - Responsabilidade penal - Dolo - Fraude - Recebimento - Vantagem pecuniária - Vantagem pessoal - Facilitação - Recepção - Terceiros    ADMINISTRAÇÃO PÚBLICA - Administração federal - Administração direta - Autarquia - Fundação pública - União - Estado (ente federado) - Distrito Federal (Brasil) - Município - Resolução - Câmara - Criação - Pessoa jurídica de direito público - Controvérsia - Transação - Adesão - Contrato    ESCOLA NACIONAL DE MEDIAÇÃO E CONCILIAÇÃO (ENAM) - Banco de Dados - Criação    ADVOGADO-GERAL DA UNIÃO - Empresa pública - Dirigente - Ministro de Estado - Câmara dos Deputados - Senado Federal - Presidente - Tribunal de Contas da União (TCU) - Tribunal - Conselho - Procurador-Geral da República - Poder Judiciário - Poder Legislativo - Ministério Público da União (MPU) - Procurador-Geral da União - Procurador-Geral Federal - Procurador-Geral - Banco Central do Brasil (BACEN) - Autorização - Acordo - Transação - Encerramento - Litígio - Valor    UNIÃO - Crédito tributário - Sujeito passivo - Entidade - Direito público - Submissão - Litígio - Advocacia-Geral da União (AGU) - Reclamação    LEI DA MEDIAÇÃO
